Rk,Player,Team,Pos,Cmp_Att,PsYds,PsTD,Int,RsAtt,RsYds,RsTD,Rec,RcYds,RcTD,FFPts
311,Alex Erickson,CIN,WR,0/0,0,0,0,0,0,0,0.4,4.6,0,2.3
312,Devon Cajuste,SFO,WR,0/0,0,0,0,0,0,0,0,0,0,0
313,Mitch Mathews,KAN,WR,0/0,0,0,0,0,0,0,0,0,0,0
314,Keyarris Garrett,CAR,WR,0/0,0,0,0,0,0,0,0,0,0,0
315,Jalin Marshall,NYJ,WR,0/0,0,0,0,0,0,0,3.2,41.1,0.3,8.4
1,Rob Gronkowski,NWE,TE,0/0,0,0,0,0,0,0,76.5,1119.8,9.3,167.4
2,Jordan Reed,WAS,TE,0/0,0,0,0,0,0,0,89.9,925.8,8.5,141.3
3,Greg Olsen,CAR,TE,0/0,0,0,0,0,0,0,75.6,963.3,6.4,134.3
4,Delanie Walker,TEN,TE,0/0,0,0,0,0,0,0,72.1,890.5,5.9,124.8
5,Travis Kelce,KAN,TE,0/0,0,0,0,0,0,0,80.7,881.9,5,116.4
6,Coby Fleener,NOR,TE,0/0,0,0,0,0,0,0,69.6,801.3,6.7,120.5
7,Tyler Eifert*,CIN,TE,0/0,0,0,0,0,0,0,49.9,568.2,4.9,85.5
8,Gary Barnidge,CLE,TE,0/0,0,0,0,0,0,0,66.5,837.1,5.5,115.5
9,Zach Ertz,PHI,TE,0/0,0,0,0,0,0,0,64.8,769,5.1,106
10,Antonio Gates,SDG,TE,0/0,0,0,0,0,0,0,60.9,708,5.9,105.4
11,Julius Thomas,JAC,TE,0/0,0,0,0,0,0,0,62.5,672.4,6.5,105.9
12,Zach Miller,CHI,TE,0/0,0,0,0,0,0,0,64,695.1,4.5,95.6
13,Martellus Bennett,NWE,TE,0/0,0,0,0,0,0,0,56.2,553.7,5.7,88.3
14,Jimmy Graham,SEA,TE,0/0,0,0,0,0,0,0,42.9,520.3,5.7,86.3
15,Eric Ebron,DET,TE,0/0,0,0,0,0,0,0,58.5,641.9,4.5,90.8
16,Jason Witten,DAL,TE,0/0,0,0,0,0,0,0,71,745.1,5.1,104.3
17,Dwayne Allen,IND,TE,0/0,0,0,0,0,0,0,50.8,551.6,5.3,86.6
18,Charles Clay,BUF,TE,0/0,0,0,0,0,0,0,57.5,614.7,4.4,87.3
19,Clive Walford,OAK,TE,0/0,0,0,0,0,0,0,50.1,554.6,5.9,90.2
20,Jared Cook,GNB,TE,0/0,0,0,0,0,0,0,47.9,593.9,5.2,90
21,Austin Seferian-Jenkins,TAM,TE,0/0,0,0,0,0,0,0,35.2,439.4,3.5,63.9
22,Jordan Cameron,MIA,TE,0/0,0,0,0,0,0,0,45.1,546.1,3.9,77.2
23,Kyle Rudolph,MIN,TE,0/0,0,0,0,0,0,0,50.3,525.7,4,76.1
24,Jesse James,PIT,TE,0/0,0,0,0,0,0,0,25.1,264.3,2.6,41.9
25,Virgil Green,DEN,TE,0/0,0,0,0,0,0,0,45.3,398.8,3.1,57.7
26,Vance McDonald,SFO,TE,0/0,0,0,0,0,0,0,41.7,490.3,3,66.7
27,Crockett Gillmore,BAL,TE,0/0,0,0,0,0,0,0,35,365.7,2.7,52
28,Larry Donnell,NYG,TE,0/0,0,0,0,0,0,0,42.6,438,4.9,71.9
29,Will Tye,NYG,TE,0/0,0,0,0,0,0,0,27.7,282.3,2.8,44.8
30,Maxx Williams,BAL,TE,0/0,0,0,0,0,0,0,36,333,2.7,49
31,Ladarius Green*,PIT,TE,0/0,0,0,0,0,0,0,25.9,336.5,2.6,49.2
32,Jacob Tamme,ATL,TE,0/0,0,0,0,0,0,0,43,435.9,2.4,57.3
33,Cameron Brate,TAM,TE,0/0,0,0,0,0,0,0,25.3,282.1,2.4,42.1
34,Tyler Higbee,LAR,TE,0/0,0,0,0,0,0,0,26.3,306.9,1.7,39.9
35,Austin Hooper,ATL,TE,0/0,0,0,0,0,0,0,28,303.8,2.1,42.5
36,Lance Kendricks,LAR,TE,0/0,0,0,0,0,0,0,28,286.4,1.5,37.1
37,Darren Fells,ARI,TE,0/0,0,0,0,0,0,0,21.5,237.1,2.6,38.6
38,Hunter Henry,SDG,TE,0/0,0,0,0,0,0,0,24.6,265.2,2.2,38.9
39,Kellen Winslow,NYJ,TE,0/0,0,0,0,0,0,0,0,0,0,0
40,Benjamin Watson*,BAL,TE,0/0,0,0,0,0,0,0,0,0,0,0
41,Alex Smith,WAS,TE,0/0,0,0,0,0,0,0,0,0,0,0
42,Vernon Davis,WAS,TE,0/0,0,0,0,0,0,0,11.5,125.5,1.1,18.7
43,Marcedes Lewis,JAC,TE,0/0,0,0,0,0,0,0,12.7,155,1.5,23.9
44,Anthony Fasano,TEN,TE,0/0,0,0,0,0,0,0,15.4,170.9,1.8,27.6
45,Owen Daniels,DEN,TE,0/0,0,0,0,0,0,0,0,0,0,0
46,Daniel Fells,NYG,TE,0/0,0,0,0,0,0,0,0,0,0,0
47,Matt Spaeth,PIT,TE,0/0,0,0,0,0,0,0,0,0,0,0
48,Scott Chandler*,NWE,TE,0/0,0,0,0,0,0,0,0,0,0,0
49,Brent Celek,PHI,TE,0/0,0,0,0,0,0,0,17,214.4,1.4,29
50,Clark Harris,CIN,TE,0/0,0,0,0,0,0,0,0,0,0,0
51,Fred Davis,WAS,TE,0/0,0,0,0,0,0,0,0,0,0,0
52,Craig Stevens,TEN,TE,0/0,0,0,0,0,0,0,0,0,0,0
53,Kellen Davis,NYJ,TE,0/0,0,0,0,0,0,0,10.8,118.4,1,17.1
54,Matthew Mulligan,DET,TE,0/0,0,0,0,0,0,0,0,0,0,0
55,David Johnson,PIT,TE,0/0,0,0,0,0,0,0,3.8,41.6,0.4,6.4
56,James Casey,DEN,TE,0/0,0,0,0,0,0,0,0,0,0,0
57,Chase Coffman,IND,TE,0/0,0,0,0,0,0,0,0,0,0,0
58,Bear Pascoe,NWE,TE,0/0,0,0,0,0,0,0,0,0,0,0
59,Brandon Pettigrew*,DET,TE,0/0,0,0,0,0,0,0,7.6,84.9,0.7,12
60,John Phillips,DEN,TE,0/0,0,0,0,0,0,0,3.2,34.7,0.3,4.5
61,Brandon Myers,TAM,TE,0/0,0,0,0,0,0,0,1.7,18.3,0.2,2
62,Jermaine Gresham,ARI,TE,0/0,0,0,0,0,0,0,20.3,192.7,1.9,29.6
63,Dennis Pitta,BAL,TE,0/0,0,0,0,0,0,0,3.9,41.7,0.3,5.9
64,Ed Dickson,CAR,TE,0/0,0,0,0,0,0,0,13,141.9,1.1,20.6
65,Tony Moeaki,CHI,TE,0/0,0,0,0,0,0,0,0,0,0,0
66,Jim Dray,BUF,TE,0/0,0,0,0,0,0,0,5.8,62.4,0.6,9.4
67,Garrett Graham*,DEN,TE,0/0,0,0,0,0,0,0,0,0,0,0
68,Clay Harbor,NWE,TE,0/0,0,0,0,0,0,0,1.9,21.2,0.2,3.2
69,Michael Hoomanawanui*,NOR,TE,0/0,0,0,0,0,0,0,0,0,0,0
70,Anthony McCoy,SEA,TE,0/0,0,0,0,0,0,0,0,0,0,0
71,Andrew Quarless,DET,TE,0/0,0,0,0,0,0,0,2,22.1,0.2,3
72,Richie Brockel,CAR,TE,0/0,0,0,0,0,0,0,0,0,0,0
73,Jeff Cumberland*,SDG,TE,0/0,0,0,0,0,0,0,0,0,0,0
74,Logan Paulsen,CHI,TE,0/0,0,0,0,0,0,0,10.4,113.3,0.8,16
75,Rob Housler,CHI,TE,0/0,0,0,0,0,0,0,0,0,0,0
76,Bruce Miller,SFO,TE,0/0,0,0,0,0,0,0,0,0,0,0
77,Luke Stocker,TAM,TE,0/0,0,0,0,0,0,0,3.5,36.7,0.3,4.9
78,David Ausberry,DET,TE,0/0,0,0,0,0,0,0,0,0,0,0
79,Niles Paul,WAS,TE,0/0,0,0,0,0,0,0,15.3,184.6,1.3,26
80,D.J. Williams,WAS,TE,0/0,0,0,0,0,0,0,0,0,0,0
81,Lee Smith,OAK,TE,0/0,0,0,0,0,0,0,7.1,77.2,0.8,11.9
82,Orson Charles,DET,TE,0/0,0,0,0,0,0,0,0,0,0,0
83,James Hanna*,DAL,TE,0/0,0,0,0,0,0,0,2.2,24.4,0.2,3.4
84,Rhett Ellison,MIN,TE,0/0,0,0,0,0,0,0,7.3,81.2,0.5,11.2
85,Garrett Celek,SFO,TE,0/0,0,0,0,0,0,0,25.3,262.3,1.7,36.1
86,Phillip Supernaw,TEN,TE,0/0,0,0,0,0,0,0,1.5,17.3,0.1,1.8
87,Dominique Jones,MIA,TE,0/0,0,0,0,0,0,0,0,0,0,0
88,Derek Carrier*,WAS,TE,0/0,0,0,0,0,0,0,0,0,0,0
89,Sean McGrath,SDG,TE,0/0,0,0,0,0,0,0,4,43.6,0.4,6.1
90,Chase Ford,BAL,TE,0/0,0,0,0,0,0,0,0,0,0,0
91,Cooper Helfet*,SEA,TE,0/0,0,0,0,0,0,0,0,0,0,0
92,Brandon Bostick,NYJ,TE,0/0,0,0,0,0,0,0,7.2,78.9,0.7,11.1
93,Ifeanyi Momah,ARI,TE,0/0,0,0,0,0,0,0,0,0,0,0
94,Gavin Escobar,DAL,TE,0/0,0,0,0,0,0,0,10.2,111.6,1,17.3
95,Ryan Griffin,HOU,TE,0/0,0,0,0,0,0,0,17.4,205.2,1.5,29.2
96,Michael Williams*,NWE,TE,0/0,0,0,0,0,0,0,0,0,0,0
97,Mychal Rivera,OAK,TE,0/0,0,0,0,0,0,0,17.8,182.7,1.8,28.4
98,Chris Gragg*,BUF,TE,0/0,0,0,0,0,0,0,0,0,0,0
99,Dion Sims,MIA,TE,0/0,0,0,0,0,0,0,15.7,156.1,1.3,22.4
100,Levine Toilolo,ATL,TE,0/0,0,0,0,0,0,0,2.1,22.1,0.2,2.9
101,Justice Cunningham,LAR,TE,0/0,0,0,0,0,0,0,0,0,0,0
102,Luke Willson,SEA,TE,0/0,0,0,0,0,0,0,14.5,183.7,1.5,27.1
103,Josh Hill,NOR,TE,0/0,0,0,0,0,0,0,31.8,308.4,2.8,46.8
104,Chris Pantale,PHI,TE,0/0,0,0,0,0,0,0,0,0,0,0
105,Timothy Wright*,DET,TE,0/0,0,0,0,0,0,0,0,0,0,0
106,Brandon Williams,SEA,TE,0/0,0,0,0,0,0,0,1.1,12.6,0.2,1.9
107,MarQueis Gray,MIA,TE,0/0,0,0,0,0,0,0,3.9,41.4,0.3,5.9
108,Zach Sudfeld,NYJ,TE,0/0,0,0,0,0,0,0,0,0,0,0
109,Jake Stoneburner,LAR,TE,0/0,0,0,0,0,0,0,0,0,0,0
110,Jack Doyle,IND,TE,0/0,0,0,0,0,0,0,11.4,124,1.3,19.9
111,C.J. Fiedorowicz,HOU,TE,0/0,0,0,0,0,0,0,23,207.4,1.9,31.4
112,Richard Rodgers,GNB,TE,0/0,0,0,0,0,0,0,18.8,187.6,2,30.2
113,Jace Amaro,TEN,TE,0/0,0,0,0,0,0,0,1.5,17.3,0.1,1.8
114,Troy Niklas,ARI,TE,0/0,0,0,0,0,0,0,3.7,39.7,0.4,5.5
115,Brian Leonhardt,MIN,TE,0/0,0,0,0,0,0,0,0,0,0,0
116,Demetrius Harris,KAN,TE,0/0,0,0,0,0,0,0,9.8,107,0.8,14.5
117,Trey Burton,PHI,TE,0/0,0,0,0,0,0,0,13.7,151.7,1.1,21.7
118,Marcel Jensen,WAS,TE,0/0,0,0,0,0,0,0,0,0,0,0
119,Asante Cleveland,SDG,TE,0/0,0,0,0,0,0,0,0,0,0,0
120,Nic Jacobs,JAC,TE,0/0,0,0,0,0,0,0,0,0,0,0
121,Blake Annen*,BUF,TE,0/0,0,0,0,0,0,0,0,0,0,0
122,RaShaun Allen,NOR,TE,0/0,0,0,0,0,0,0,0,0,0,0
123,Justin Perillo,GNB,TE,0/0,0,0,0,0,0,0,3.6,39.6,0.4,5.6
124,James O'Shaughnessy,KAN,TE,0/0,0,0,0,0,0,0,0,0,0,0
125,MyCole Pruitt,MIN,TE,0/0,0,0,0,0,0,0,17.3,191.1,1.3,26.5
126,Randall Telfer,CLE,TE,0/0,0,0,0,0,0,0,1.7,18,0.1,1.8
127,Gerald Christian,ARI,TE,0/0,0,0,0,0,0,0,0,0,0,0
128,Neal Sterling,JAC,TE,0/0,0,0,0,0,0,0,1.7,18.7,0.2,2
129,Blake Bell,SFO,TE,0/0,0,0,0,0,0,0,11,118.3,0.8,15.5
130,Chris Manhertz,NOR,TE,0/0,0,0,0,0,0,0,4.4,47.6,0.4,6.6
131,C.J. Uzomah,CIN,TE,0/0,0,0,0,0,0,0,6.1,65.8,0.6,9.5
132,Nick Boyle,BAL,TE,0/0,0,0,0,0,0,0,0,0,0,0
133,Jeff Heuerman,DEN,TE,0/0,0,0,0,0,0,0,16.3,176.2,1.3,24.5
134,Nick O'Leary,BUF,TE,0/0,0,0,0,0,0,0,2.9,31.2,0.3,4.7
135,Darren Waller,BAL,TE,0/0,0,0,0,0,0,0,0,0,0,0
136,Busta Anderson,SFO,TE,0/0,0,0,0,0,0,0,0,0,0,0
137,Ben Koyack,JAC,TE,0/0,0,0,0,0,0,0,1.7,18.7,0.2,2
138,Kennard Backman*,GNB,TE,0/0,0,0,0,0,0,0,0,0,0,0
139,Tyler Kroft,CIN,TE,0/0,0,0,0,0,0,0,19.8,215.8,1.9,32.3
140,AJ Derby,NWE,TE,0/0,0,0,0,0,0,0,1.9,21.2,0.2,3.2
141,Geoff Swaim,DAL,TE,0/0,0,0,0,0,0,0,0,0,0,0
142,E.J. Bibbs,CLE,TE,0/0,0,0,0,0,0,0,0,0,0,0
143,Khari Lee,CHI,TE,0/0,0,0,0,0,0,0,0,0,0,0
144,Jerome Cunningham,TEN,TE,0/0,0,0,0,0,0,0,0,0,0,0
145,Wes Saxton,NYJ,TE,0/0,0,0,0,0,0,0,0,0,0,0
146,Nick Vannett,SEA,TE,0/0,0,0,0,0,0,0,6.5,72.4,0.8,11.9
147,Seth DeValve,CLE,TE,0/0,0,0,0,0,0,0,3.4,36.1,0.3,4.5
148,Temarrick Hemingway,LAR,TE,0/0,0,0,0,0,0,0,2.9,32.8,0.2,4.1
149,Jerell Adams,NYG,TE,0/0,0,0,0,0,0,0,3.8,42.7,0.4,6.5
150,David Morgan II,MIN,TE,0/0,0,0,0,0,0,0,0,0,0,0
151,Dan Vitale,BUF,TE,0/0,0,0,0,0,0,0,0,0,0,0
152,Rico Darnell Gathers,DAL,TE,0/0,0,0,0,0,0,0,0,0,0,0
153,Thomas Duarte,MIA,TE,0/0,0,0,0,0,0,0,0,0,0,0
154,Beau Sandland,CAR,TE,0/0,0,0,0,0,0,0,0,0,0,0
155,Ben Braunecker,CHI,TE,0/0,0,0,0,0,0,0,0,0,0,0
156,Cole Wick,DET,TE,0/0,0,0,0,0,0,0,6.5,74.2,0.6,10.6
157,Stephen Anderson,HOU,TE,0/0,0,0,0,0,0,0,14.8,161,1.3,23.5
158,Matt LaCosse*,NYG,TE,0/0,0,0,0,0,0,0,0,0,0,0
159,Erik Swoope,IND,TE,0/0,0,0,0,0,0,0,11.4,124,1.3,19.9
160,Anthony Denham,HOU,TE,0/0,0,0,0,0,0,0,0,0,0,0
161,Bryce Williams,NWE,TE,0/0,0,0,0,0,0,0,0,0,0,0
1,Seahawks,SEA,DST,0/0,0,0,0,0,0,0,0,0,0,117.9
2,Broncos,DEN,DST,0/0,0,0,0,0,0,0,0,0,0,141.5
3,Panthers,CAR,DST,0/0,0,0,0,0,0,0,0,0,0,122.6
4,Bengals,CIN,DST,0/0,0,0,0,0,0,0,0,0,0,123.1
5,Texans,HOU,DST,0/0,0,0,0,0,0,0,0,0,0,113.1
6,Chiefs,KAN,DST,0/0,0,0,0,0,0,0,0,0,0,111.7
7,Cardinals,ARI,DST,0/0,0,0,0,0,0,0,0,0,0,120.3
8,Packers,GNB,DST,0/0,0,0,0,0,0,0,0,0,0,121
9,Raiders,OAK,DST,0/0,0,0,0,0,0,0,0,0,0,111.8
10,Patriots,NWE,DST,0/0,0,0,0,0,0,0,0,0,0,92.3
11,Vikings,MIN,DST,0/0,0,0,0,0,0,0,0,0,0,96.1
12,Jets,NYJ,DST,0/0,0,0,0,0,0,0,0,0,0,116.2
13,Bills,BUF,DST,0/0,0,0,0,0,0,0,0,0,0,114.7
14,Rams,LAR,DST,0/0,0,0,0,0,0,0,0,0,0,112
15,Colts,IND,DST,0/0,0,0,0,0,0,0,0,0,0,88.4
16,Jaguars,JAC,DST,0/0,0,0,0,0,0,0,0,0,0,92.3
17,Ravens,BAL,DST,0/0,0,0,0,0,0,0,0,0,0,102.4
18,Steelers,PIT,DST,0/0,0,0,0,0,0,0,0,0,0,91.6
19,Eagles,PHI,DST,0/0,0,0,0,0,0,0,0,0,0,87.4
20,Buccaneers,TAM,DST,0/0,0,0,0,0,0,0,0,0,0,103
21,Bears,CHI,DST,0/0,0,0,0,0,0,0,0,0,0,87.7
22,Lions,DET,DST,0/0,0,0,0,0,0,0,0,0,0,95.6
23,Redskins,WAS,DST,0/0,0,0,0,0,0,0,0,0,0,82.5
24,Giants,NYG,DST,0/0,0,0,0,0,0,0,0,0,0,88.6
25,Titans,TEN,DST,0/0,0,0,0,0,0,0,0,0,0,81.9
26,Falcons,ATL,DST,0/0,0,0,0,0,0,0,0,0,0,90.6
27,Chargers,SDG,DST,0/0,0,0,0,0,0,0,0,0,0,85.4
28,Dolphins,MIA,DST,0/0,0,0,0,0,0,0,0,0,0,81.5
29,49ers,SFO,DST,0/0,0,0,0,0,0,0,0,0,0,76.4
30,Cowboys,DAL,DST,0/0,0,0,0,0,0,0,0,0,0,72
31,Browns,CLE,DST,0/0,0,0,0,0,0,0,0,0,0,71.2
32,Saints,NOR,DST,0/0,0,0,0,0,0,0,0,0,0,55.6
1,Stephen Gostkowski,NWE,K,0/0,0,0,0,0,0,0,0,0,0,147.1
2,Steven Hauschka,SEA,K,0/0,0,0,0,0,0,0,0,0,0,143.1
3,Dan Bailey,DAL,K,0/0,0,0,0,0,0,0,0,0,0,134.7
4,Justin Tucker,BAL,K,0/0,0,0,0,0,0,0,0,0,0,132.8
5,Adam Vinatieri,IND,K,0/0,0,0,0,0,0,0,0,0,0,142.6
6,Mason Crosby,GNB,K,0/0,0,0,0,0,0,0,0,0,0,132.7
7,Graham Gano,CAR,K,0/0,0,0,0,0,0,0,0,0,0,127.4
8,Blair Walsh,MIN,K,0/0,0,0,0,0,0,0,0,0,0,137.7
9,Chandler Catanzaro,ARI,K,0/0,0,0,0,0,0,0,0,0,0,125.6
10,Matt Prater,DET,K,0/0,0,0,0,0,0,0,0,0,0,125.7
11,Roberto Aguayo,TAM,K,0/0,0,0,0,0,0,0,0,0,0,135.8
12,Chris Boswell,PIT,K,0/0,0,0,0,0,0,0,0,0,0,132.6
13,Cairo Santos,KAN,K,0/0,0,0,0,0,0,0,0,0,0,121.1
14,Brandon McManus,DEN,K,0/0,0,0,0,0,0,0,0,0,0,117.5
15,Matt Bryant,ATL,K,0/0,0,0,0,0,0,0,0,0,0,122.1
16,Nick Novak,HOU,K,0/0,0,0,0,0,0,0,0,0,0,122.5
17,Dan Carpenter,BUF,K,0/0,0,0,0,0,0,0,0,0,0,118.8
18,Mike Nugent,CIN,K,0/0,0,0,0,0,0,0,0,0,0,118
19,Dustin Hopkins,WAS,K,0/0,0,0,0,0,0,0,0,0,0,120.2
20,Connor Barth,CHI,K,0/0,0,0,0,0,0,0,0,0,0,0
21,Phil Dawson,SFO,K,0/0,0,0,0,0,0,0,0,0,0,110.6
22,Sebastian Janikowski,OAK,K,0/0,0,0,0,0,0,0,0,0,0,117.3
23,Josh Lambo,SDG,K,0/0,0,0,0,0,0,0,0,0,0,118.3
24,Kai Forbath,NOR,K,0/0,0,0,0,0,0,0,0,0,0,114.5
25,Jason Myers,JAC,K,0/0,0,0,0,0,0,0,0,0,0,123.8
26,Nick Folk,NYJ,K,0/0,0,0,0,0,0,0,0,0,0,117.4
27,Caleb Sturgis,PHI,K,0/0,0,0,0,0,0,0,0,0,0,109.1
28,Andrew Franks,MIA,K,0/0,0,0,0,0,0,0,0,0,0,110
29,Patrick Murray,CLE,K,0/0,0,0,0,0,0,0,0,0,0,111
30,Ryan Succop,TEN,K,0/0,0,0,0,0,0,0,0,0,0,109.8
31,Greg Zuerlein,LAR,K,0/0,0,0,0,0,0,0,0,0,0,97.1
32,Josh Brown,NYG,K,0/0,0,0,0,0,0,0,0,0,0,136.5
33,Jay Feely,FA,K,0/0,0,0,0,0,0,0,0,0,0,0
34,Shayne Graham,ATL,K,0/0,0,0,0,0,0,0,0,0,0,0
35,Billy Cundiff,CLE,K,0/0,0,0,0,0,0,0,0,0,0,0
36,Josh Scobee,NOR,K,0/0,0,0,0,0,0,0,0,0,0,0
37,Robbie Gould,CHI,K,0/0,0,0,0,0,0,0,0,0,0,0
38,Shaun Suisham,PIT,K,0/0,0,0,0,0,0,0,0,0,0,0
39,Garrett Hartley,PIT,K,0/0,0,0,0,0,0,0,0,0,0,0
40,Alex Henery,FA,K,0/0,0,0,0,0,0,0,0,0,0,0
41,Randy Bullock,NYG,K,0/0,0,0,0,0,0,0,0,0,0,0
42,Brandon Bogotay,TAM,K,0/0,0,0,0,0,0,0,0,0,0,0
43,Zach Hocker,CIN,K,0/0,0,0,0,0,0,0,0,0,0,0
44,Travis Coons,CLE,K,0/0,0,0,0,0,0,0,0,0,0,0
45,Cody Parkey,PHI,K,0/0,0,0,0,0,0,0,0,0,0,0
46,Jordan Gay,BUF,K,--/--,--,--,--,--,--,--,--,--,--,--
47,Kyle Brindza,NYJ,K,0/0,0,0,0,0,0,0,0,0,0,0
