Player,Opp,Team,Pos,GameTime,Cmp_Att,PsYds,PsTD,Int,RsAtt,RsYds,RsTD,Rec,RcYds,RcTD,FFPts
Louis Murphy*,@Atl,TAM,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hakeem Nicks,Oak,NOR,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Ogletree,@Dal,NYG,WR,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arrelious Benn,GB,JAC,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcus Easley*,@Bal,BUF,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Riley Cooper,Cle,PHI,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Williams,Cin,NYJ,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Williams,SD,KAN,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Seyi Ajirotutu,Cle,PHI,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marlon Moore*,@Phi,CLE,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Preston Parker,** BYE **,FA,WR,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Danario Alexander,@KC,SDG,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leonard Hankerson,@Bal,BUF,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greg Little,@Bal,BUF,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vincent Brown,Oak,NOR,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Denarius Moore,@Bal,BUF,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ricardo Lockette,Mia,SEA,WR,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Morgan,Buf,BAL,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeremy Ross,Cin,NYJ,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Justin Blackmon,GB,JAC,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stephen Hill,@Den,CAR,WR,Thu 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rueben Randle,Cle,PHI,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keshawn Martin,@Ari,NWE,WR,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T.J. Graham,Cle,PHI,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Toon,@SF,LAR,WR,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeVier Posey,Car,DEN,WR,Thu 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LaVon Brazill,Det,IND,WR,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Givens,Cle,PHI,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kashif Moore,SD,KAN,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nathan Palmer,@NO,OAK,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Owusu,Cin,NYJ,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brian Tyms,Det,IND,WR,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeff Fuller*,Mia,SEA,WR,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jarrett Boykin,@Bal,BUF,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Griff Whalen,@Sea,MIA,WR,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LaRon Byrd*,@Den,CAR,WR,Thu 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brittan Golden,NE,ARI,WR,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Damaris Johnson,Min,TEN,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Gordon,@Phi,CLE,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stedman Bailey*,@SF,LAR,WR,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron Dobson,@Ari,NWE,WR,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B.J. Daniels,@Hou,CHI,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cobi Hamilton,@Wsh,PIT,WR,Mon 7:10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Boyce,@Phi,CLE,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Harper,@Dal,NYG,WR,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corey Fuller*,@Ind,DET,WR,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marquess Wilson*,@Hou,CHI,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Da'Rick Rogers,SD,KAN,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Spadola*,@Ind,DET,WR,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Williams,TB,ATL,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rodney Smith,NYG,DAL,WR,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kenbrell Thompkins,Cin,NYJ,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Myles White,@Dal,NYG,WR,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marlon Brown,Buf,BAL,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shaq Evans*,GB,JAC,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeremy Gallon,@Ari,NWE,WR,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Norwood*,@Den,CAR,WR,Thu 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Martavis Bryant,@Wsh,PIT,WR,Mon 7:10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jalen Saunders,@Ari,NWE,WR,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bruce Ellington*,LA,SFO,WR,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Devin Street,NYG,DAL,WR,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corey Washington,TB,ATL,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robert Herron,@NO,OAK,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Campanaro*,Buf,BAL,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frankie Hammond,SD,KAN,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TJ Jones,@Ind,DET,WR,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeremy Butler,Buf,BAL,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Damian Copeland,@Ind,DET,WR,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonathan Krause,@Atl,TAM,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Freddie Martino,@Atl,TAM,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Smith*,Mia,SEA,WR,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andre Debose,Det,IND,WR,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DiAndre Campbell,LA,SFO,WR,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Issac Blakeney,@Wsh,PIT,WR,Mon 7:10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Geremy Davis,@Dal,NYG,WR,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Da'Ron Brown,SD,KAN,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kenny Bell,@Atl,TAM,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dres Anderson,LA,SFO,WR,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeAndrew White,LA,SFO,WR,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kaelin Clay*,Buf,BAL,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tre McBride,Min,TEN,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dezmin Lewis,@Bal,BUF,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Devin Smith*,Cin,NYJ,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Evan Spencer,@Atl,TAM,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeVante Parker,@Sea,MIA,WR,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vince Mayle,NYG,DAL,WR,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mario Alford*,@NYJ,CIN,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeAndre Smelter,LA,SFO,WR,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Duron Carter,Det,IND,WR,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antwan Goodley,Mia,SEA,WR,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Matthews*,Buf,BAL,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Seantavius Jones,SD,KAN,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bennie Fowler*,Car,DEN,WR,Thu 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Hazel,@Sea,MIA,WR,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Harper,@Ari,NWE,WR,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Murphy,@Sea,MIA,WR,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Donteea Dye,@Atl,TAM,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Javontee Herndon*,@KC,SDG,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Brown,Buf,BAL,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Rogers*,LA,SFO,WR,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Doctson,Pit,WAS,WR,Mon 7:10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moritz Bohringer,@Ten,MIN,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keenan Reynolds,Buf,BAL,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kolby Listenbee*,@Bal,BUF,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Devin Lucien,@Ari,NWE,WR,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Demarcus Ayers,@Wsh,PIT,WR,Mon 7:10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Braverman,@Hou,CHI,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Devin Lewis Fuller,TB,ATL,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charone Peake,Cin,NYJ,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kenny Lawler,Mia,SEA,WR,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Max McCaffrey,@NO,OAK,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kasen Williams,Mia,SEA,WR,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reggie Bell,Oak,NOR,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jake Kumerow,@NYJ,CIN,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marquez North*,@SF,LAR,WR,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andy Jones,NYG,DAL,WR,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Xavier Rush,Cle,PHI,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dom Williams,@KC,SDG,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.J. Harris,Oak,NOR,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Taylor,Car,DEN,WR,Thu 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bernard Reedy,@Atl,TAM,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paul McRoberts,@SF,LAR,WR,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wendall Williams,Chi,HOU,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony Dable,@Dal,NYG,WR,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darius Jennings,@Phi,CLE,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Devon Cajuste,LA,SFO,WR,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mitch Mathews,SD,KAN,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keyarris Garrett,@Den,CAR,WR,Thu 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Reed,Pit,WAS,TE,Mon 7:10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,61.3,0.6,9.5
Rob Gronkowski,@Ari,NWE,TE,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,66.6,0.5,9.0
Travis Kelce,SD,KAN,TE,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,58.1,0.4,7.1
Delanie Walker,Min,TEN,TE,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,53.7,0.3,7.0
Zach Ertz,Cle,PHI,TE,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,50.4,0.3,7.0
Gary Barnidge,@Phi,CLE,TE,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,54.0,0.3,6.9
Greg Olsen,@Den,CAR,TE,Thu 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,53.3,0.3,6.8
Coby Fleener,Oak,NOR,TE,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,48.9,0.4,6.7
Clive Walford,@NO,OAK,TE,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,41.4,0.4,6.5
Julius Thomas,GB,JAC,TE,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,42.1,0.4,6.4
Jason Witten,NYG,DAL,TE,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,48.1,0.3,6.0
Antonio Gates,@KC,SDG,TE,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,44.5,0.3,6.0
Eric Ebron,@Ind,DET,TE,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,43.3,0.3,5.8
Zach Miller,@Hou,CHI,TE,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,40.8,0.2,5.4
Dwayne Allen,Det,IND,TE,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,34.6,0.4,5.2
Jared Cook,@Jax,GNB,TE,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,39.5,0.3,5.0
Charles Clay,@Bal,BUF,TE,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,38.6,0.3,4.7
Martellus Bennett,@Ari,NWE,TE,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,32.9,0.3,4.7
Kyle Rudolph,@Ten,MIN,TE,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,34.3,0.2,4.5
Jordan Cameron,@Sea,MIA,TE,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,34.4,0.2,4.2
Larry Donnell,@Dal,NYG,TE,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,29.5,0.3,3.9
Jesse James,@Wsh,PIT,TE,Mon 7:10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,28.4,0.3,3.6
Tyler Kroft,@NYJ,CIN,TE,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,26.5,0.2,3.3
Crockett Gillmore,Buf,BAL,TE,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,23.6,0.2,3.2
Virgil Green,Car,DEN,TE,Thu 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,22.4,0.2,3.1
Vance McDonald,LA,SFO,TE,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,28.7,0.2,3.1
Jacob Tamme,TB,ATL,TE,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,29.4,0.2,3.1
Cameron Brate,@Atl,TAM,TE,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,23.0,0.2,3.1
Austin Seferian-Jenkins,@Atl,TAM,TE,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,23.0,0.2,3.0
Lance Kendricks,@SF,LAR,TE,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,22.5,0.1,2.7
Jimmy Graham,Mia,SEA,TE,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,19.2,0.2,2.4
Will Tye,@Dal,NYG,TE,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,19.0,0.2,2.1
Josh Hill,Oak,NOR,TE,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.8,0.2,2.1
Luke Willson,Mia,SEA,TE,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,18.5,0.2,2.0
Darren Fells,NE,ARI,TE,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,15.9,0.2,2.0
Maxx Williams,Buf,BAL,TE,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,16.6,0.2,1.9
Austin Hooper,TB,ATL,TE,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,16.9,0.1,1.8
Richard Rodgers,@Jax,GNB,TE,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,12.5,0.1,1.8
C.J. Fiedorowicz,Chi,HOU,TE,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,13.1,0.1,1.8
Mychal Rivera,@NO,OAK,TE,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,13.6,0.1,1.7
Hunter Henry,@KC,SDG,TE,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,16.6,0.1,1.7
Jermaine Gresham,NE,ARI,TE,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,12.9,0.1,1.7
C.J. Uzomah,@NYJ,CIN,TE,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,13.0,0.1,1.7
Garrett Celek,LA,SFO,TE,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,15.4,0.1,1.7
Ryan Griffin,Chi,HOU,TE,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,12.9,0.1,1.6
Anthony Fasano,Min,TEN,TE,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,10.3,0.1,1.6
Cole Wick,@Ind,DET,TE,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.2,0.1,1.6
Tyler Higbee,@SF,LAR,TE,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,18.8,0.1,1.6
Niles Paul,Pit,WAS,TE,Mon 7:10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.2,0.1,1.6
Brent Celek,Cle,PHI,TE,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.9,0.1,1.5
Stephen Anderson,Chi,HOU,TE,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,10.2,0.1,1.5
Jeff Heuerman,Car,DEN,TE,Thu 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.1,1.5
Jack Doyle,Det,IND,TE,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,7.8,0.1,0.5
Erik Swoope,Det,IND,TE,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,7.8,0.1,0.5
